experiment,enzyme_id,regime,seq_id,mean_cat_rmsd,std_cat_rmsd,structural_variance,n_models
1ca2_shell8,1ca2,shell8,design_12_design_12,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_13_T_0.1,1.8719030138988253,0.4796712178591361,0.6370692323087772,5
1ca2_shell8,1ca2,shell8,design_13_design_13,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_14_T_0.1,3.7739862745592005,0.7582021506832541,1.0324923922018403,5
1ca2_shell8,1ca2,shell8,design_14_design_14,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_15_T_0.1,3.5087192659792343,1.6714684797456671,2.2306263516049882,5
1ca2_shell8,1ca2,shell8,design_15_design_15,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_16_T_0.1,4.261155787306882,2.2331970806930452,3.060060322375125,5
1ca2_shell8,1ca2,shell8,design_16_design_16,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_17_T_0.1,4.053068006156634,0.1768327847391245,0.24098133744028988,5
1ca2_shell8,1ca2,shell8,design_17_design_17,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_18_T_0.1,3.8719445922064373,0.776479944652961,1.0114235392319741,5
1ca2_shell8,1ca2,shell8,design_18_design_18,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_19_T_0.1,1.9938425871177738,1.2558516386137502,1.6758798773117356,5
1ca2_shell8,1ca2,shell8,design_19_design_19,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_1_T_0.1,1.4919196296735326,0.29860682247857684,0.41438331553389346,5
1ca2_shell8,1ca2,shell8,design_1_design_1,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_2_T_0.1,2.774678101435423,0.3846203065773715,0.511275964882207,5
1ca2_shell8,1ca2,shell8,design_2_design_2,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_3_T_0.1,2.3278138093838394,0.9725753005109835,1.3023415459341874,5
1ca2_shell8,1ca2,shell8,design_3_design_3,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_4_T_0.1,4.2430130722200765,1.4731058419824747,2.0570820985157305,5
1ca2_shell8,1ca2,shell8,design_4_design_4,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_5_T_0.1,6.424930139220969,0.8659620543930422,1.2177742395047186,5
1ca2_shell8,1ca2,shell8,design_5_design_5,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_6_T_0.1,1.4500139642213523,0.8511608966858024,1.180343059887756,5
1ca2_shell8,1ca2,shell8,design_6_design_6,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_7_T_0.1,0.6102032870438967,0.2054017394190862,0.27943888129225003,5
1ca2_shell8,1ca2,shell8,design_7_design_7,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_8_T_0.1,4.008071718462675,0.5478689594307617,0.7699217522556512,5
1ca2_shell8,1ca2,shell8,design_8_design_8,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ca2_shell8,1ca2,shell8,design_9_T_0.1,1.9282285797968612,0.8624641473396569,0.9822114895600331,5
1ca2_shell8,1ca2,shell8,design_9_design_9,2.117383143818088,1.1211644924975788,1.4861633654497752,5
1ppf_motif_only,1ppf,motif_only,design_0_design_0,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_10_design_10,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_11_T_0.1,8.437661074695376,3.561591955929625,3.667581619968517,5
1ppf_motif_only,1ppf,motif_only,design_11_design_11,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_12_design_12,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_13_design_13,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_14_design_14,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_15_design_15,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_16_T_0.1,1.426029061673464,0.826225695474873,1.652451390949746,2
1ppf_motif_only,1ppf,motif_only,design_16_design_16,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_17_design_17,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,5.361692206816777,2.3703068856090517,3.255766271637056,5
1ppf_motif_only,1ppf,motif_only,design_18_design_18,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_19_design_19,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_1_design_1,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_2_T_0.1,7.565837911724734,6.0772504376770735,12.154500875354147,2
1ppf_motif_only,1ppf,motif_only,design_2_design_2,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_3_design_3,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_4_design_4,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_5_T_0.1,3.02959571332757,1.1309952969430785,2.261990593886157,2
1ppf_motif_only,1ppf,motif_only,design_5_design_5,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_6_design_6,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_7_design_7,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_8_design_8,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_motif_only,1ppf,motif_only,design_9_T_0.1,2.267565614325211,0.21108776539493057,0.42217553078986114,2
1ppf_motif_only,1ppf,motif_only,design_9_design_9,11.392396050739183,13.344133572008264,15.170236959297801,5
1ppf_shell5,1ppf,shell5,design_0_T_0.1,5.050258063655091,0.19172486012793266,0.2677193619169815,5
1ppf_shell5,1ppf,shell5,design_0_design_0,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_10_T_0.1,7.312170430567823,1.8797154633766497,2.563059990449316,5
1ppf_shell5,1ppf,shell5,design_10_design_10,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_11_T_0.1,5.142273293036997,0.9226799366436278,1.262367612969448,5
1ppf_shell5,1ppf,shell5,design_11_design_11,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_12_T_0.1,6.865826916815001,0.9973270685450072,1.1381200094635797,5
1ppf_shell5,1ppf,shell5,design_12_design_12,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_13_T_0.1,6.156496794738606,1.5009893478999874,1.971741698842403,5
1ppf_shell5,1ppf,shell5,design_13_design_13,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_14_T_0.1,5.828170559836183,0.7616707353767829,1.0600877678422986,5
1ppf_shell5,1ppf,shell5,design_14_design_14,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_15_T_0.1,5.510583688908698,0.7907128276706548,1.0996997129229915,5
1ppf_shell5,1ppf,shell5,design_15_design_15,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_16_T_0.1,8.966824997123549,0.9152820902842228,1.2142765909367939,5
1ppf_shell5,1ppf,shell5,design_16_design_16,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_17_T_0.1,5.147361293437344,1.0279070313458356,1.3329167829718558,5
1ppf_shell5,1ppf,shell5,design_17_design_17,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_18_T_0.1,4.697823985363091,1.9674148542322543,2.71989565899428,5
1ppf_shell5,1ppf,shell5,design_18_design_18,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_19_T_0.1,3.952921901205407,0.7506949076529981,1.0140769163892098,5
1ppf_shell5,1ppf,shell5,design_19_design_19,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_1_T_0.1,7.041472452286693,2.31648079073372,3.166727242190683,5
1ppf_shell5,1ppf,shell5,design_1_design_1,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_2_T_0.1,6.000066571612369,1.1897747117361046,1.5874310006965122,5
1ppf_shell5,1ppf,shell5,design_2_design_2,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_3_T_0.1,6.565275600771234,0.4124508776593353,0.5761194968869207,5
1ppf_shell5,1ppf,shell5,design_3_design_3,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_4_T_0.1,7.75358181690032,0.7980833144751088,1.1070911547001714,5
1ppf_shell5,1ppf,shell5,design_4_design_4,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_5_T_0.1,5.485942353794679,1.045410421058658,1.4758966794833572,5
1ppf_shell5,1ppf,shell5,design_5_design_5,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_6_T_0.1,5.550685769028965,0.7575654150172739,0.9894432256425528,5
1ppf_shell5,1ppf,shell5,design_6_design_6,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_7_T_0.1,6.894776036688803,1.1788578045036335,1.6510449906303042,5
1ppf_shell5,1ppf,shell5,design_7_design_7,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_8_T_0.1,5.093041115501634,1.196028482331852,1.6046663621256507,5
1ppf_shell5,1ppf,shell5,design_8_design_8,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell5,1ppf,shell5,design_9_T_0.1,7.991537412770464,1.3943500112400966,1.8732729736773766,5
1ppf_shell5,1ppf,shell5,design_9_design_9,14.629290875535801,11.453163093506229,13.17766493096514,5
1ppf_shell8,1ppf,shell8,design_0_T_0.1,11.653397568220173,1.6214360597993036,2.226958121400392,5
1ppf_shell8,1ppf,shell8,design_0_design_0,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_10_T_0.1,7.2594632937336145,3.6322216721261187,5.098293305494094,5
1ppf_shell8,1ppf,shell8,design_10_design_10,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_11_T_0.1,7.308474728866171,2.0130311772988576,2.7599227890268065,5
1ppf_shell8,1ppf,shell8,design_11_design_11,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_12_T_0.1,12.293956082692961,1.379164011827082,1.9354179754124203,5
1ppf_shell8,1ppf,shell8,design_12_design_12,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_13_T_0.1,8.08904808822453,0.7957682954035126,1.1161321724370548,5
1ppf_shell8,1ppf,shell8,design_13_design_13,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_14_T_0.1,7.859926234254343,1.1654736677617634,1.5583553842677182,5
1ppf_shell8,1ppf,shell8,design_14_design_14,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_15_T_0.1,6.2193597877779485,0.9040719880484793,1.2234192328407172,5
1ppf_shell8,1ppf,shell8,design_15_design_15,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_16_T_0.1,8.823577835316543,1.2092064112573107,1.6202213171303428,5
1ppf_shell8,1ppf,shell8,design_16_design_16,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_17_T_0.1,10.096313243214105,1.5411021671363276,2.1418570351234387,5
1ppf_shell8,1ppf,shell8,design_17_design_17,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_18_T_0.1,8.30560751553761,2.13544419815982,3.0074845555954672,5
1ppf_shell8,1ppf,shell8,design_18_design_18,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_19_T_0.1,8.905867971700072,2.1108377141393895,2.8284673969092515,5
1ppf_shell8,1ppf,shell8,design_19_design_19,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_1_T_0.1,10.105212040147089,0.8460579723244879,1.166798574304752,5
1ppf_shell8,1ppf,shell8,design_1_design_1,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_2_T_0.1,5.7439214693775,1.9011792829966703,2.5845176651475468,5
1ppf_shell8,1ppf,shell8,design_2_design_2,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_3_T_0.1,11.378013970209368,0.7988924447138703,1.1169966731385756,5
1ppf_shell8,1ppf,shell8,design_3_design_3,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_4_T_0.1,9.038272785223839,1.8169068590332416,2.076843767454797,5
1ppf_shell8,1ppf,shell8,design_4_design_4,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_5_T_0.1,9.15024999532271,2.814729931889871,3.8701817975736126,5
1ppf_shell8,1ppf,shell8,design_5_design_5,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_6_T_0.1,7.157777448350416,0.8314241724124158,1.1553630219612359,5
1ppf_shell8,1ppf,shell8,design_6_design_6,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_7_T_0.1,11.248939353090794,2.0968967225547264,2.859912717792983,5
1ppf_shell8,1ppf,shell8,design_7_design_7,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_8_T_0.1,7.973429888527029,2.2678169406302295,2.9354893319887707,5
1ppf_shell8,1ppf,shell8,design_8_design_8,9.514762661427513,1.5172549425750712,2.0530429204732075,5
1ppf_shell8,1ppf,shell8,design_9_T_0.1,6.652042182770077,1.0051051758102727,1.3086681341102449,5
1ppf_shell8,1ppf,shell8,design_9_design_9,9.514762661427513,1.5172549425750712,2.0530429204732075,5
