experiment,enzyme_id,regime,seq_id,rank,model,catalytic_rmsd,plddt_global,plddt_catalytic,n_residues,pdb_file
1ppf_motif_only,1ppf,motif_only,design_14_design_14,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_14_design_14_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_14_design_14,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_14_design_14_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_14_design_14,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_14_design_14_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_14_design_14,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_14_design_14_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_14_design_14,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_14_design_14_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_T_0.1,1,1,1.0030633154318878,75.60846666666667,70.79333333333334,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_design_15,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_design_15_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_design_15,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_design_15_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_design_15,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_design_15_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_design_15,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_design_15_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_15_design_15,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_15_design_15_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_T_0.1,1,2,0.599803366198591,77.6538,72.54333333333334,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_T_0.1,2,1,2.252254757148337,57.741733333333336,46.27,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_T_0.1_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_design_16,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_design_16_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_design_16,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_design_16_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_design_16,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_design_16_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_design_16,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_design_16_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_16_design_16,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_16_design_16_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_T_0.1,1,1,2.527218939507223,70.37479999999998,80.75333333333333,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_design_17,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_design_17_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_design_17,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_design_17_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_design_17,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_design_17_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_design_17,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_design_17_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_17_design_17,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_17_design_17_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,1,4,2.897719102666166,67.8302,71.43666666666667,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,2,3,3.0268650374279797,62.19306666666666,61.48,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_T_0.1_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,3,1,6.944969463517649,41.252866666666655,30.59,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_T_0.1_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,4,2,4.860824861758116,36.839600000000004,32.75,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_T_0.1_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_T_0.1,5,5,9.078082568713972,30.334400000000006,25.636666666666667,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_T_0.1_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_design_18,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_design_18_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_design_18,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_design_18_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_design_18,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_design_18_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_design_18,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_design_18_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_18_design_18,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_18_design_18_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_T_0.1,1,1,1.5252669537886325,74.01733333333333,58.446666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_design_19,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_design_19_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_design_19,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_design_19_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_design_19,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_design_19_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_design_19,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_design_19_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_19_design_19,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_19_design_19_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_T_0.1,1,1,2.321174294613094,74.31899999999999,66.62333333333333,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_design_1,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_design_1_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_design_1,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_design_1_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_design_1,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_design_1_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_design_1,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_design_1_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_1_design_1,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_1_design_1_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_T_0.1,1,2,1.4885874740476606,78.7894,71.79333333333334,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_T_0.1,2,1,13.643088349401808,46.010866666666665,38.00666666666667,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_T_0.1_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_design_2,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_design_2_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_design_2,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_design_2_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_design_2,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_design_2_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_design_2,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_design_2_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_2_design_2,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_2_design_2_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_T_0.1,1,1,1.2074393424743757,70.46793333333333,57.17666666666667,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_design_3,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_design_3_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_design_3,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_design_3_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_design_3,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_design_3_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_design_3,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_design_3_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_3_design_3,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_3_design_3_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_T_0.1,1,1,0.703364763727222,76.27966666666666,70.14666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_design_4,1,5,37.71402590326795,34.778000000000006,39.126666666666665,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_design_4_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_design_4,2,4,8.909483333728645,31.36926666666666,34.52,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_design_4_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_design_4,3,1,2.340685641226933,29.098933333333335,27.156666666666666,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_design_4_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_design_4,4,2,3.8049790613216827,26.34593333333333,24.95,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_design_4_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_4_design_4,5,3,4.192806314150703,24.983133333333335,28.916666666666668,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_4_design_4_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb
1ppf_motif_only,1ppf,motif_only,design_5_T_0.1,1,2,1.8986004163844914,70.97420000000001,55.833333333333336,150,/hpc/group/naderilab/darian/Enz/results/colabfold/1ppf_motif_only/design_5_T_0.1_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb
